metabolite,name,molecular_weight,C_number,N_number,hmdb,inchi,kegg.compound,pubchem.compound,reaction
fuc_L_m,L-fucose,164.15648,6,0,HMDB00174,,C01019,17106,EX_fuc_L_m
gal_m,D-Galactose,180.15588,6,0,HMDB00143,,C00984,439357,EX_gal_m
gal1a3acgal_m,"Alpha-1,3-Galactose-N-acetylgalactosamine",383.3484,14,1,,,,,EX_gal1a3acgal_m
gal1b3acgal_m,"Beta-1,3-Galactose-N-acetylgalactosamine",383.3484,14,1,,,,,EX_gal1b3acgal_m
galt_m,galactitol,182.17176,6,0,HMDB00107,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-",C01697,11850,EX_galt_m
gam_m,D-Glucosamine,180.17906,6,1,HMDB01514,,C00329,439213,EX_gam_m
glc_D_m,D-glucose,180.15588,6,0,HMDB00122,,C00031,5793,EX_glc_D_m
gln_L_m,L-glutamine,146.1445,5,2,HMDB00641,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",C00064,5961,EX_gln_L_m
glu_L_m,L-glutamate(1-),146.12132,5,1,HMDB00148,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",C00025,33032,EX_glu_L_m
gly_m,Glycine,75.0666,2,1,HMDB00123,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",C00037,750,EX_gly_m
glyasn_m,Glycyl-L-asparagine,189.16924,6,3,,,,,EX_glyasn_m
glyasp_m,Glycyl-L-aspartate,189.14606,6,2,,,,,EX_glyasp_m
glyc_m,Glycerol,92.09382,3,0,HMDB00131,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",C00116,753,EX_glyc_m
glycys_m,Gly-Cys,178.2095,5,2,,,,,EX_glycys_m
glygln_m,Glycyl-L-glutamine,203.19582,7,3,,,,,EX_glygln_m
glyglu_m,Glycyl-L-glutamate,203.17264,7,2,,,,,EX_glyglu_m
glyleu_m,Glycylleucine,188.22424,8,2,HMDB00759,,C02155,92843,EX_glyleu_m
glymet_m,Glycyl-L-methionine,206.26265999999998,7,2,,,,,EX_glymet_m
glyphe_m,Glycylphenylalanine,222.24046,11,2,,,,97415,EX_glyphe_m
glypro_m,Glycylproline,172.18178,7,2,HMDB00721,,,79101,EX_glypro_m
glytyr_m,Glycyl-L-tyrosine,238.23986000000002,11,2,,,,,EX_glytyr_m
gncore1_m,"GlcNAc-alpha-1,4-Core 1",,22,2,,,,,EX_gncore1_m
gncore1_rl_m,"released GlcNAc-alpha-1,4-Core 1",586.54092,22,2,,,,,EX_gncore1_rl_m
gncore2_m,"GlcNAc-alpha-1,4-Core 2",,30,3,,,,,EX_gncore2_m
gncore2_rl_m,"released GlcNAc-alpha-1,4-Core 2",789.73344,30,3,,,,,EX_gncore2_rl_m
h_m,proton,1.00794,0,0,HMDB01362,InChI=1S/p+1/i/hH,C00282,1038,EX_h_m
h2_m,Hydrogen,2.01588,0,0,HMDB01362,InChI=1S/H2/h1H,C00282,783,EX_h2_m
h2o_m,Water,18.01528,0,0,HMDB02111,InChI=1S/H2O/h1H2,C00001,962,EX_h2o_m
h2s_m,Hydrogen sulfide,34.08088,0,0,,,,,EX_h2s_m
hdca_m,Hexadecanoate (n-C16:0),255.41613999999998,16,0,HMDB00220,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/p-1",C00249,985,EX_hdca_m
hg2_m,Hg2+,200.59,0,0,,,,,EX_hg2_m
his_L_m,L-histidine,155.15456,6,3,HMDB00177,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",C00135,6274,EX_his_L_m
ind3ac_m,indole-3-acetate,174.17602,10,1,HMDB00197,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1",C00954,802,EX_ind3ac_m
indole_m,Indole,117.14788,8,1,,,,,EX_indole_m
ins_m,Inosine,268.22608,10,4,HMDB00195,,C00294,6021,EX_ins_m
k_m,potassium,39.0983,0,0,HMDB00586,InChI=1S/K/q+1,C00238,813,EX_k_m
lac_D_m,(R)-lactate,89.07,3,0,HMDB01311,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m1/s1",C00256,61503,EX_lac_D_m
lald_L_m,(S)-lactaldehyde,74.07854,3,0,HMDB03052,"InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m0/s1",C00424,439231,EX_lald_L_m
leu_L_m,L-leucine,131.17292,6,1,HMDB00687,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",C00123,6106,EX_leu_L_m
lys_L_m,L-lysinium(1+),147.1955,6,2,HMDB00182,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1",C00047,5962,EX_lys_L_m
malt_m,Maltose,342.29648000000003,12,0,HMDB00163,,C00208,439186,EX_malt_m
man_m,D-Mannose,180.15588,6,0,HMDB00169,,C00159,18950,EX_man_m
met_L_m,L-methionine,149.21134,5,1,HMDB00696,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",C00073,6137,EX_met_L_m
metala_m,L-methionyl-L-alanine,220.28924,8,2,,"InChI=1S/C8H16N2O3S/c1-5(8(12)13)10-7(11)6(9)3-4-14-2/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t5-,6-/m0/s1",,,EX_metala_m
mg2_m,magnesium,24.305,0,0,,,,,EX_mg2_m
mn2_m,Mn2+,54.938049,0,0,,,,,EX_mn2_m
mnl_m,D-Mannitol,182.17176,6,0,,,,,EX_mnl_m
mqn8_m,Menaquinone 8,717.11618,51,0,,,C00828,4086,EX_mqn8_m
na1_m,Sodium,22.98977,0,0,HMDB00588,InChI=1S/Na/q+1,C01330,923,EX_na1_m
nac_m,Nicotinate,122.10146,6,1,HMDB01488,,C00253,938,EX_nac_m
nh4_m,Ammonium,18.03846,0,1,HMDB00051,InChI=1S/H3N/h1H3/p+1,C00014,223,EX_nh4_m
o2_m,O2,31.9988,0,0,HMDB01377,InChI=1S/O2/c1-2,C00007,977,EX_o2_m
ocdca_m,octadecanoate (n-C18:0),283.4693,18,0,HMDB00827,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/p-1",C01530,3033836,EX_ocdca_m
ocdcea_m,octadecenoate (n-C18:1),281.45342,18,0,HMDB00207,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/p-1/b10-9-",C00712,5460221,EX_ocdcea_m
orn_m,Ornithine,133.16892,5,2,HMDB00214,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1",C00077,6262,EX_orn_m
pb_m,Lead,207.2,0,0,,,,,EX_pb_m
phe_L_m,L-phenylalanine,165.18914,9,1,HMDB00159,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",C00079,6140,EX_phe_L_m
pheme_m,Protoheme,614.4714,34,4,HMDB03178,,C00032,,EX_pheme_m
pi_m,hydrogenphosphate,95.97930099999999,0,0,HMDB00973,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",C00009,1004,EX_pi_m
ppa_m,propionate,73.0706,3,0,HMDB00237,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)/p-1",C00163,1032,EX_ppa_m
ppi_m,Diphosphate,174.951262,0,0,HMDB00250,"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-3",C00013,1023,EX_ppi_m
pro_L_m,L-proline,115.13046,5,1,HMDB00162,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",C00148,145742,EX_pro_L_m
q8_m,Ubiquinone-8,727.10946,49,0,,,,,EX_q8_m
sT_antigen_m,sialyl-T antigen,,25,2,,,,,EX_sT_antigen_m
sT_antigen_rl_m,released sialyl-Tn antigen,673.59504,25,2,,,,,EX_sT_antigen_rl_m
sTn_antigen_m,sialyl-Tn antigen,,19,2,,,,,EX_sTn_antigen_m
salcn_m,Salicin,286.27781999999996,13,0,,,C01451,,EX_salcn_m
sbt_D_m,D-glucitol,182.17176,6,0,HMDB00247,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",C00794,5780,EX_sbt_D_m
ser_L_m,L-serine,105.09258,3,1,HMDB00187,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",C00065,5951,EX_ser_L_m
so4_m,sulfate,96.0626,0,0,HMDB01448,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",C00059,1118,EX_so4_m
spmd_m,Spermidine,148.26968,7,3,HMDB01257,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2/p+3",C00315,1102,EX_spmd_m
succ_m,Succinate,116.07216,4,0,HMDB00254,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2",C00042,1110,EX_succ_m
sucr_m,Sucrose,342.29648000000003,12,0,HMDB00258,,C00089,5988,EX_sucr_m
thm_m,Thiamin,265.35458,12,4,HMDB00235,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",C00378,1130,EX_thm_m
thr_L_m,L-threonine,119.11916,4,1,HMDB00167,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",C00188,6288,EX_thr_L_m
thymd_m,Thymidine,242.22856000000002,10,2,HMDB00273,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",C00214,5789,EX_thymd_m
tre_m,Trehalose,342.29648000000003,12,0,HMDB00975,,C01083,7427,EX_tre_m
ttdca_m,tetradecanoate (n-C14:0),227.36298,14,0,HMDB00806,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)/p-1",C06424,11005,EX_ttdca_m
tyr_L_m,L-tyrosine,181.18854,9,1,HMDB00158,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",C00082,6057,EX_tyr_L_m
ura_m,uracil,112.08676,4,2,HMDB00300,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",C00106,1174,EX_ura_m
uri_m,Uridine,244.20138,9,2,HMDB00296,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",C00299,6029,EX_uri_m
xyl_D_m,aldehydo-D-xylose,150.1299,5,0,,"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5+/m0/s1",,644160,EX_xyl_D_m
zn2_m,Zinc,65.409,0,0,,,,,EX_zn2_m
C02528_m,chenodeoxycholate,391.56406,24,0,HMDB00518,,C02528,10133,EX_C02528_m
alltn_m,Allantoin,158.11544,4,4,HMDB00462,"InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)",C01551,204,EX_alltn_m
arab_L_m,L-arabinose,150.1299,5,0,HMDB00646,,C00259,,EX_arab_L_m
arg_L_m,L-argininium(1+),175.2089,6,4,HMDB00517,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/p+1/t4-/m0/s1",C00062,6322,EX_arg_L_m
arsenb_m,Arsenobetaine,179.06918,5,0,,,,,EX_arsenb_m
but_m,butyrate,87.09718,4,0,HMDB00039,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",C00246,264,EX_but_m
cellb_m,cellobiose,342.29648000000003,12,0,,,,,EX_cellb_m
cholate_m,Cholate,407.56346,24,0,HMDB00619,,C00695,221493,EX_cholate_m
dgchol_m,glycochenodeoxycholate,449.62332,26,1,HMDB00637,,C05466,,EX_dgchol_m
gchola_m,glycocholate,465.62271999999996,26,1,HMDB00138,,C01921,10140,EX_gchola_m
glyb_m,glycine betaine,117.14634,5,1,HMDB00043,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",C00719,247,EX_glyb_m
hxan_m,Hypoxanthine,136.11146,5,4,HMDB00157,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",C00262,790,EX_hxan_m
ile_L_m,L-isoleucine,131.17292,6,1,HMDB00172,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",C00407,6306,EX_ile_L_m
lac_L_m,(S)-lactate,89.07,3,0,HMDB00190,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1",C00186,107689,EX_lac_L_m
lcts_m,Lactose,342.29648000000003,12,0,HMDB00186,,C00243,440995,EX_lcts_m
met_D_m,D-Methionine,148.2034,5,1,,,,,EX_met_D_m
metsox_R_L_m,L-methionine-R-sulfoxide,165.21074,5,1,,,,,EX_metsox_R_L_m
metsox_S_L_m,L-Methionine Sulfoxide,165.21074,5,1,,,,,EX_metsox_S_L_m
pnto_R_m,(R)-Pantothenate,218.22704,9,1,HMDB00210,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/p-1",C00864,988,EX_pnto_R_m
ptrc_m,Putrescine,90.16736,4,2,HMDB01414,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2,C00134,1045,EX_ptrc_m
pydx_m,Pyridoxal,167.16196,8,1,HMDB01545,"InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3",C00250,1050,EX_pydx_m
pyr_m,pyruvate,87.05412,3,0,HMDB00243,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",C00022,1060,EX_pyr_m
ribflv_m,Riboflavin,376.3639,17,4,HMDB00244,,C00255,493570,EX_ribflv_m
taur_m,Taurine,125.14688,2,1,HMDB00251,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",C00245,1123,EX_taur_m
tchola_m,taurocholate,515.703,26,1,HMDB00036,,,440567,EX_tchola_m
tdchola_m,taurochenodeoxycholate,499.70359999999994,26,1,HMDB00951,,C05465,387316,EX_tdchola_m
trp_L_m,L-tryptophan,204.22518000000002,11,2,HMDB00929,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",C00078,6305,EX_trp_L_m
urea_m,Urea,60.055260000000004,1,2,HMDB00294,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",C00086,1176,EX_urea_m
val_L_m,L-valine,117.14634,5,1,HMDB00883,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",C00183,6287,EX_val_L_m
12dhchol_m,12-Dehydrocholate,405.54758,24,0,,,,,EX_12dhchol_m
Lcyst_m,L-cysteate(1-),168.14844,3,1,HMDB02757,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/p-1/t2-/m0/s1",C57006,72886,EX_Lcyst_m
Lcystin_m,L-cystine,240.30048,6,2,HMDB00192,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1",C00491,,EX_Lcystin_m
adocbl_m,Adenosylcobalamin,1579.581761,72,18,HMDB02086,,C00194,,EX_adocbl_m
aso3_m,arsenite,122.9198,0,0,,,,,EX_aso3_m
aso4_m,arsenate,138.9192,0,0,,,,,EX_aso4_m
butso3_m,butanesulfonate,137.17746,4,0,,,,,EX_butso3_m
cbl1_m,Cob(I)alamin,1329.347781,62,13,HMDB03429,,C00853,,EX_cbl1_m
cbl2_m,Cob(II)alamin,1333.379541,62,13,HMDB06316,,C00541,,EX_cbl2_m
cro4_m,chromate,115.99369999999999,0,0,,,,,EX_cro4_m
ethso3_m,ethanesulfonate,109.12429999999999,2,0,,,,,EX_ethso3_m
fum_m,Fumarate,114.05628,4,0,HMDB00134,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",C00122,444972,EX_fum_m
gthox_m,Oxidized glutathione,610.6152,20,6,HMDB03337,,C00127,65359,EX_gthox_m
gthrd_m,Reduced glutathione,306.31554,10,3,HMDB00125,,C00051,124886,EX_gthrd_m
hexs_m,hexanesulfonate,165.23062,6,0,,,,,EX_hexs_m
isetac_m,Isethionic acid,125.1237,2,0,,,,,EX_isetac_m
kesto_m,"Kestose (2 fru, 1 glc inulin-type fructo-oligosaccharide)",504.43708,18,0,,,,,EX_kesto_m
kestopt_m,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)",828.71828,30,0,,,,,EX_kestopt_m
kestottr_m,"Kestotetraose (3 fru, 1 glc inulin-type fructo-oligosaccharide)",666.57768,24,0,,,,,EX_kestottr_m
malthx_m,Maltohexaose,990.85888,36,0,HMDB12253,,C01936,439606,EX_malthx_m
malttr_m,maltotriose,504.43708,18,0,HMDB01262,,C01835,439586,EX_malttr_m
mops_m,3-(n-Morpholino)Propanesulfonic Acid,208.25536,7,1,,,,,EX_mops_m
mso3_m,methanesulfonate,95.09772,1,0,,,,,EX_mso3_m
no3_m,Nitrate,62.0049,0,1,,,,,EX_no3_m
rbflvrd_m,Reduced riboflavin,378.37978,17,4,,,,,EX_rbflvrd_m
sulfac_m,sulfoacetate,138.09928,2,0,,,,,EX_sulfac_m
12dgr180_m,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",625.01774,39,0,,,,,EX_12dgr180_m
3mop_m,3-methyl-2-oxopentanoate,129.13386,6,0,HMDB00491,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",C03465,47,EX_3mop_m
4hbz_m,4-hydroxybenzoate,137.1128,7,0,HMDB00500,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1",C00156,,EX_4hbz_m
acgalglcur_m,Dimer GalNAc-GlcA,396.32398,14,1,,,,,EX_acgalglcur_m
acgalidour_m,Dimer GalNAc-IdoA,396.32398,14,1,,,,,EX_acgalidour_m
acgalidour2s_m,Dimer GalNAc-IdoA2S,475.37924,14,1,,,,,EX_acgalidour2s_m
cspg_a_m,chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan,,45,2,,,,,EX_cspg_a_m
cspg_a_degr_m,Dimer GalNAc4S-GlcA,475.37924,14,1,,,,,EX_cspg_a_degr_m
cspg_ab_rest_m,"Not degradable product CSABCPASE_A/B, Gal4S-Gal-Xyl-L-Ser-protein",,17,0,,,,,EX_cspg_ab_rest_m
cspg_b_m,chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,,45,2,,,,,EX_cspg_b_m
cspg_b_degr_m,Dimer GalNAc4S-IdoA2S,554.4345,14,1,,,,,EX_cspg_b_degr_m
cspg_c_m,chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,,45,2,,,,,EX_cspg_c_m
cspg_c_degr_m,Dimer GalNAc6S-GlcA,475.37924,14,1,,,,,EX_cspg_c_degr_m
cspg_c_rest_m,"Not degradable product CSABCPASE_C, Gal6S-Gal-Xyl-L-Ser-protein",,17,0,,,,,EX_cspg_c_rest_m
dcyt_m,Deoxycytidine,227.21722,9,3,HMDB00014,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",C00881,13711,EX_dcyt_m
fol_m,Folate,440.38952,19,7,HMDB00121,,C00504,6037,EX_fol_m
galur_m,D-Galacturonate,193.13146,6,0,,,,,EX_galur_m
gcald_m,glycolaldehyde,60.05196,2,0,HMDB03344,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",C00266,756,EX_gcald_m
glcur_m,D-glucuronate,193.13146,6,0,HMDB00127,,C00191,444791,EX_glcur_m
glyc3p_m,Glycerol 3-phosphate,170.057841,3,0,HMDB00126,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",C00093,439162,EX_glyc3p_m
gua_m,Guanine,151.1261,5,5,HMDB00132,"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",C00242,764,EX_gua_m
idour_m,L-iduronate,193.13146,6,0,HMDB02704,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h1-5,8-11H,(H,12,13)/p-1/t2-,3+,4-,5+/m0/s1",C06472,18845,EX_idour_m
inulin_m,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average",4882.23328,180,0,,,C03323,,EX_inulin_m
mantr_m,"mannotriose (beta-1,4)",504.43708,18,0,,,,,EX_mantr_m
melib_m,Melibiose,342.29648000000003,12,0,,,,,EX_melib_m
meoh_m,methanol,32.04186,1,0,HMDB01875,"InChI=1S/CH4O/c1-2/h2H,1H3",C00132,887,EX_meoh_m
mqn7_m,Menaquinone 7,648.9991600000001,46,0,,,C00828,4086,EX_mqn7_m
pect_m,pectins,74542.46496,2535,0,,,,,EX_pect_m
pydam_m,Pyridoxamine,169.20102,8,2,HMDB01431,"InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3/p+1",C00534,1052,EX_pydam_m
pydxn_m,Pyridoxine,169.17784,8,1,HMDB00239,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",C00314,1054,EX_pydxn_m
sheme_m,Siroheme,908.59744,42,4,,,,,EX_sheme_m
strch1_m,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",1801.56188,66,0,,,,,EX_strch1_m
strch2_m,"starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})",504.43708,18,0,,,,,EX_strch2_m
stys_m,Stachyose,666.57768,24,0,,,,,EX_stys_m
tym_m,tyraminium,138.18698,8,1,HMDB00306,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2/p+1",C00483,5610,EX_tym_m
dextrin_m,Dextrin,990.85888,36,0,,,C00721,,EX_dextrin_m
lctnb_m,Lacto-N-biose,383.3484,14,1,,,C06372,,EX_lctnb_m
amp_m,AMP,345.20534100000003,10,5,HMDB00045,,C00020,6083,EX_amp_m
glctnb_m,Galacto-N-biose,383.3484,14,1,,,,,EX_glctnb_m
arabinogal_m,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000",104298.01804,3862,0,,,C00569,,EX_arabinogal_m
arabttr_m,Arabinotriose,414.35914,15,0,,,,,EX_arabttr_m
ctbt_m,crotonobetaine,143.18362,7,1,,,,,EX_ctbt_m
din_m,Deoxyinosine,252.22668,10,4,HMDB00071,"InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",C05512,65058,EX_din_m
duri_m,Deoxyuridine,228.20198,9,2,HMDB00012,"InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1",C00526,13712,EX_duri_m
gbbtn_m,gamma-butyrobetaine,145.1995,7,1,,,,,EX_gbbtn_m
gsn_m,Guanosine,283.24072,10,5,HMDB00133,,C00387,6802,EX_gsn_m
ha_m,hyaluronan,756.6174,28,2,,,,,EX_ha_m
ha_deg1_m,hyaluronan degradation product 1,581.50122,22,2,,,,,EX_ha_deg1_m
ha_pre1_m,"hyaluronan biosynthesis, precursor 1",378.3087,14,1,,,C04794,440484,EX_ha_pre1_m
homogal_m,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>",19333.3356,660,0,,,,,EX_homogal_m
isocapr_m,Isocaproate,115.15034,6,0,,,,,EX_isocapr_m
isoval_m,"Isovalerate, 3-Methylbutanoate",101.12376,5,0,,,C08262,,EX_isoval_m
no2_m,Nitrite,46.0055,0,1,HMDB02786,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",C00088,24529,EX_no2_m
pecticgal_m,"Pectic galactan (potato), gal: arab-L: rmn: galur = 78: 9: 4: 9 (www.megazyme.com). Assumed to consist of 100 sugars per macromo... <Preview truncated at 128 characters>",16196.795839999999,597,0,,,,,EX_pecticgal_m
raffin_m,Raffinose,504.43708,18,0,,,,,EX_raffin_m
rhamnogalurI_m,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)",162559.74367999999,5840,0,,,,,EX_rhamnogalurI_m
rib_D_m,D-ribose,150.1299,5,0,HMDB00283,,C00121,5779,EX_rib_D_m
rmn_m,L-Rhamnose,164.15648,6,0,,,,,EX_rmn_m
xan_m,Xanthine,152.11086,5,4,HMDB00292,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",C00385,1188,EX_xan_m
Tyr_ggn_m,Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),,0,0,,,,,EX_Tyr_ggn_m
